flight_direction,waypoint_id,latitude,longitude,altitude,phase,distance_to_next_meters,altitude_difference,vertical_velocity,horizontal_velocity,time_to_complete,destination_heading_radians,is_first_last_time,energy_consumption
SJC_SFO,SJC_SFO_waypoint_18,37.39627807240162,-121.96674714364552,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333133,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_19,37.40465202308423,-121.98197916791398,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332701,False,0.49343710303196114
SJC_SFO,SJC_SFO_waypoint_20,37.41302597347089,-121.997212894885,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333015,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_21,37.42139992356153,-122.01244832526471,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.3178302103332085,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_22,37.42977387335609,-122.02768545975955,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.31783021033399,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_23,37.43814782285451,-122.04292429907628,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333088,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_24,37.44652177205671,-122.05816484392194,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333066,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_25,37.45489572096262,-122.07340709500392,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333552,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_26,37.46326966957219,-122.08865105302992,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332823,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_27,37.47164361788534,-122.10389671870789,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332864,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_28,37.48001756590201,-122.11914409274613,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332497,False,0.4934371030319609
SJC_SFO,SJC_SFO_waypoint_29,37.488391513622126,-122.13439317585328,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332617,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_30,37.49676546104563,-122.14964396873825,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333093,False,0.49343710303196103
SJC_SFO,SJC_SFO_waypoint_31,37.50513940817246,-122.16489647211024,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333373,False,0.49343710303196103
SJC_SFO,SJC_SFO_waypoint_32,37.513513355002544,-122.18015068667884,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332808,False,0.49343710303196087
SJC_SFO,SJC_SFO_waypoint_33,37.521887301535806,-122.1954066131539,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332846,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_34,37.5302612477722,-122.2106642522456,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333419,False,0.4934371030319609
SJC_SFO,SJC_SFO_waypoint_35,37.53863519371164,-122.2259236046644,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333184,False,0.49343710303196087
SJC_SFO,SJC_SFO_waypoint_36,37.54700913935407,-122.24118467112112,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333148,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_37,37.555383084699415,-122.25644745232684,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332942,False,0.49343710303196103
SJC_SFO,SJC_SFO_waypoint_38,37.56375702974761,-122.271711948993,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333161,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_39,37.5721309744986,-122.28697816183131,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332383,False,0.49343710303196103
SJC_SFO,SJC_SFO_waypoint_40,37.5805049189523,-122.30224609155388,450,CRUISE,1703.55,0.0,0.0,79.71,21.37184794881445,5.133639165025592,False,0.5140435018713214
SJC_SFO,SJC_SFO_waypoint_41,37.58677205994312,-122.3199003998527,450,DESCENT,6356.01,-345.0,2.875,52.966750000000005,120.0,5.318462267080945,False,2.366141605345261
SJC_SFO,SFO_approach_fix,37.61933908044421,-122.37924967459732,105,DESCENT TRANSITION,1469.08,-90.0,1.5,48.96933333333333,60.0,4.794408654165743,True,3.13429834359904
SJC_SFO,SFO_hover_fix,37.620421,-122.395884,15,HOVER DESCENT,0.0,-15.0,1.5,0.0,10.0,0.0,False,1.0552829206000607
SJC_SFO,SFO_FATO,37.620421,-122.395884,0,END,0.0,,,,,,False,
